userId,movieId,rating,timestamp
489,1408,4.0,1334171218
33,1500,4.0,939719185
482,1517,4.0,1105396025
489,1517,2.0,1335696201
352,1552,4.0,1493673630
482,1573,4.0,1105396840
489,1573,3.0,1332773150
33,1580,3.0,939718916
67,1580,4.0,1501273559
79,1580,4.0,975282111
149,1580,2.0,902084716
153,1580,0.5,1525552893
352,1580,2.5,1493673490
489,1580,3.0,1334170377
586,1580,5.0,1529900271
489,1587,4.5,1332704712
29,1617,5.0,1315262432
33,1617,5.0,939646982
163,1617,3.0,894217532
317,1617,4.0,1430364913
422,1617,4.0,986173215
489,1617,4.5,1332772334
163,1625,4.0,894217570
352,1625,4.5,1493673572
489,1644,0.5,1333231520
149,1676,5.0,902084966
163,1676,3.0,894217532
352,1676,3.0,1493673596
489,1676,3.5,1334170904
153,1732,3.5,1525550395
317,1732,3.0,1430517257
352,1732,4.0,1493673550
33,1777,4.0,939719185
163,1777,3.0,894217570
489,1777,3.0,1332773692
33,1805,2.0,939715591
163,1805,2.0,894217548
213,1920,4.0,1316194730
79,1954,4.0,975281904
153,1954,0.5,1525552646
213,1954,4.5,1316197164
489,1967,3.5,1385824168
79,2000,4.0,975282037
489,2000,3.0,1334170263
510,2000,3.0,1141158988
153,2005,2.0,1525552652
67,2012,3.5,1501274294
149,2012,2.0,902084836
289,2012,3.5,1143424630
489,2012,4.0,1333101635
161,2018,3.5,1176498704
29,2028,5.0,1362016835
33,2028,5.0,939646902
67,2028,4.5,1501273553
79,2028,5.0,975281874
317,2028,5.0,1430361527
352,2028,4.5,1493673474
489,2028,3.0,1333101345
586,2028,2.5,1529899290
489,2054,1.5,1333101723
33,2058,3.0,939646865
586,2058,4.0,1529899373
149,2094,3.0,902084966
210,2105,2.5,1473882045
213,2115,3.5,1316196842
489,2115,4.0,1333101631
153,2174,1.0,1525551067
289,2174,4.5,1143424633
482,2174,4.0,1105396027
489,2174,4.5,1332772908
510,2174,3.0,1141158751
489,2193,3.5,1334588014
489,2253,3.0,1333234323
33,2268,4.0,939715369
586,2268,3.5,1529899968
489,2273,1.5,1332774969
33,2291,2.0,939715749
153,2291,3.0,1525549175
489,2291,4.0,1332772850
67,2329,3.0,1501273601
317,2329,5.0,1430361448
352,2329,4.5,1493673530
443,2329,4.0,1420236780
528,2329,4.5,1391735974
352,2353,2.5,1493673609
482,2353,4.0,1105396525
586,2353,5.0,1529899159
489,2389,1.0,1333657045
153,2395,1.0,1525550562
510,2395,4.5,1141158970
79,2406,4.0,975282070
79,2427,2.0,975281975
528,2470,2.0,1391734359
317,2502,4.0,1430512215
489,2529,4.0,1385823814
33,2542,4.0,939654747
317,2542,5.0,1430361515
352,2542,5.0,1493673590
33,2571,5.0,939646784
67,2571,4.5,1501273541
79,2571,4.0,975281874
106,2571,5.0,1467360688
153,2571,0.5,1525548255
210,2571,5.0,1473881704
317,2571,4.0,1430361436
352,2571,4.5,1493673464
443,2571,3.5,1420236640
460,2571,4.5,1359176984
489,2571,4.0,1332772362
528,2571,5.0,1391735927
586,2571,5.0,1529899309
33,2580,5.0,939646902
106,2617,4.5,1467360753
153,2617,0.5,1525552650
161,2617,4.0,1176746702
489,2617,2.5,1333101740
210,2628,5.0,1473705519
352,2628,3.5,1493673510
422,2628,4.0,986172053
489,2628,1.0,1333101402
482,2640,5.0,1105397001
510,2640,3.0,1141158903
586,2640,3.5,1529901442
489,2657,4.0,1334170586
79,2692,5.0,975281842
317,2692,3.0,1430598686
489,2692,4.0,1332773225
210,2716,4.5,1527266243
489,2716,4.0,1333101458
29,2761,3.5,1307905804
213,2797,4.0,1316197284
289,2797,3.0,1143424639
482,2797,4.0,1105396046
489,2797,4.0,1333023113
510,2797,3.5,1141158755
489,2826,3.0,1332704680
67,2858,4.0,1501273550
153,2858,3.0,1525548795
317,2858,5.0,1430361447
352,2858,5.0,1493673470
443,2858,4.0,1420236790
489,2858,4.0,1333101301
528,2858,1.0,1391735963
29,2872,4.5,1307905862
79,2916,4.0,975282070
489,2916,3.5,1332772861
586,2916,4.0,1529903482
29,2944,4.0,1307905845
79,2944,4.0,975281934
79,2947,5.0,975281975
489,2947,3.0,1334171053
67,2959,4.5,1501273544
153,2959,0.5,1525548681
157,2959,5.0,992479905
317,2959,5.0,1430361437
352,2959,5.0,1493673467
422,2959,4.0,1010279539
443,2959,4.0,1420236345
460,2959,4.5,1359176773
489,2959,4.5,1332772151
489,2985,0.5,1334170539
157,2987,4.0,992479618
489,2987,3.5,1333101575
510,2987,3.5,1141158923
317,2997,2.0,1430512205
352,2997,3.0,1493673521
352,3052,4.0,1493673594
489,3052,4.0,1333101773
422,3053,3.0,1010279623
79,3062,4.0,975281934
210,3147,4.0,1527266292
317,3147,4.0,1430364907
352,3147,5.0,1493673534
489,3147,4.0,1385823556
528,3147,3.5,1391736303
586,3147,4.0,1529899247
489,3176,3.5,1334170432
510,3176,1.5,1141158936
489,3247,3.0,1333101190
489,3253,1.5,1385823794
510,3253,3.0,1141158954
352,3273,3.0,1493673840
482,3273,3.5,1105396994
29,3441,3.5,1307906080
586,3448,4.0,1529901727
489,3489,4.0,1332704658
482,3527,4.0,1105396978
489,3527,4.0,1332773452
510,3527,3.0,1141158941
29,3578,5.0,1362016881
79,3578,2.0,975282111
317,3578,3.0,1430517172
352,3578,4.0,1493673483
460,3578,5.0,1359177644
489,3578,0.5,1332772197
528,3578,5.0,1391736421
586,3578,5.0,1529899284
157,3617,3.0,992480036
422,3671,4.0,986172053
79,3702,3.0,975282111
489,3702,2.5,1385824125
352,3744,2.0,1493673963
352,3793,3.0,1493673507
489,3793,3.5,1333101480
586,3793,5.0,1529899951
29,318,4.5,1307907071
33,318,4.0,939716778
56,318,4.0,835799115
67,318,4.5,1501274024
102,318,4.0,835875836
106,318,5.0,1489498472
161,318,5.0,1176751745
235,318,4.0,841422371
240,318,3.0,849122165
284,318,4.0,832695208
317,318,4.0,1430361381
340,318,5.0,848666393
352,318,5.0,1493931907
379,318,3.0,847397342
422,318,5.0,986173278
443,318,5.0,1501722458
460,318,5.0,1359176683
512,318,5.0,841449281
586,318,5.0,1529899248
589,318,5.0,856043369
33,1704,5.0,939646939
153,1704,4.0,1525548099
163,1704,4.0,894217570
317,1704,5.0,1430361517
352,1704,3.5,1493673497
443,1704,4.0,1420236319
460,1704,4.0,1359177556
489,1704,3.5,1334170230
528,1704,5.0,1391736173
586,1704,5.0,1529901347
317,6874,5.0,1430361523
489,6874,5.0,1332772384
528,6874,3.5,1391736709
317,8798,5.0,1430512256
489,46970,3.0,1333804420
29,48516,4.5,1308084039
317,48516,5.0,1430361522
352,48516,4.5,1493674070
460,48516,4.0,1359177866
528,48516,4.5,1391736036
210,58559,4.0,1473881888
213,58559,4.5,1316195746
317,58559,4.0,1430361526
352,58559,3.5,1493931929
489,58559,4.0,1334170125
528,58559,5.0,1391735904
586,58559,4.5,1529899285
67,68157,4.0,1501273924
317,68157,5.0,1430366460
352,68157,5.0,1493674096
586,68157,4.0,1529899358
306,71535,2.5,1518380938
352,71535,5.0,1493674169
317,74458,4.0,1430511551
352,74458,5.0,1493932050
586,74458,3.0,1529899949
67,79132,4.0,1501273757
317,79132,4.0,1430361450
352,79132,5.0,1493674058
443,79132,1.0,1501722695
460,79132,4.5,1359176806
489,79132,4.5,1332772468
29,80489,4.0,1362016591
317,80489,4.0,1430513450
460,80489,4.0,1359176529
317,80906,5.0,1430513631
528,80906,4.5,1391736228
153,91529,0.5,1525552987
317,91529,4.0,1430512993
352,91529,4.0,1493932030
528,91529,4.5,1391736159
586,91529,4.5,1529899306
317,91658,5.0,1430513650
352,91658,4.0,1493674355
489,91658,4.0,1332706369
528,91658,4.0,1391736693
29,99114,4.5,1362016549
67,99114,4.0,1501274191
153,99114,1.0,1525552978
352,99114,4.5,1493931978
153,106782,1.0,1525548824
352,106782,5.0,1493674204
528,106782,4.0,1391736611
153,109487,0.5,1525550704
306,109487,3.0,1518380445
317,109487,3.0,1430365193
352,109487,5.0,1493674112
153,112552,1.0,1525548567
352,112552,4.0,1493674304
352,115713,4.5,1493674289
352,122882,3.5,1493674251
240,31,4.0,849122640
482,647,3.5,1105396636
136,688,3.0,832450005
240,688,3.0,849123102
149,849,1.0,902085141
29,914,4.0,1362016608
33,914,5.0,940422746
489,914,5.0,1332706506
161,1093,4.0,1176498673
489,1263,4.5,1332706290
29,1272,5.0,1308084090
422,1272,5.0,986173450
149,1371,1.0,902085111
33,2080,4.0,940422746
153,2080,2.0,1525552210
161,2080,3.5,1176498595
489,2080,3.5,1332704551
352,2288,5.0,1493932026
422,2288,4.0,986172013
489,2288,3.0,1333022600
161,2424,3.0,1176498582
489,2424,3.5,1332774174
153,3949,4.0,1525548489
317,3949,4.0,1430361489
489,3949,3.5,1332773402
489,6238,4.0,1333830922
153,72378,0.5,1525551654
33,21,4.0,939715904
102,21,3.0,835876107
235,21,4.0,841422461
284,21,3.0,832699760
379,21,2.0,847397556
489,21,2.5,1333101507
33,32,3.0,939647370
149,32,4.0,902085272
235,32,4.0,841422499
284,32,5.0,832699723
317,32,4.0,1430361493
489,32,3.5,1333023575
512,32,5.0,841449445
33,58,4.0,939646784
33,232,4.0,939648134
489,247,4.0,1333232267
33,265,5.0,939646733
235,265,4.0,841422596
284,342,3.0,832787162
489,342,4.5,1332774788
589,342,4.0,856042931
33,345,4.0,939716327
489,345,4.0,1333022454
136,348,1.0,832449595
235,348,4.0,841422726
284,348,4.0,832786406
284,351,3.0,832787208
235,357,4.0,841422517
284,357,4.0,832786307
349,357,4.0,834751235
489,357,4.5,1332772700
589,357,4.0,856042931
235,368,2.0,841422634
240,368,5.0,849122506
489,368,3.0,1333101717
586,368,4.0,1529901850
33,475,4.0,939715904
33,509,5.0,939716661
235,509,3.0,841422543
349,509,3.0,834751107
489,509,3.5,1332773774
512,509,2.0,841449636
589,509,4.0,856042931
102,539,3.0,835877244
235,539,4.0,841422499
240,539,3.0,849122301
284,539,4.0,832786436
349,539,3.0,834751261
379,539,4.0,847397556
489,539,4.5,1332772984
512,539,3.0,841449445
586,539,3.5,1529899992
33,588,5.0,939646939
102,588,4.0,835875790
136,588,3.0,832449163
235,588,4.0,841422329
240,588,4.0,849122096
284,588,5.0,832695146
349,588,4.0,834750363
489,588,3.5,1333101295
512,588,3.0,841449233
586,588,4.5,1529903478
136,595,3.0,832449197
235,595,5.0,841422350
240,595,3.0,849122129
284,595,4.0,832695208
340,595,4.0,848666375
349,595,3.0,834750625
489,595,4.0,1333101333
512,595,4.0,841449258
289,708,3.0,1143424616
482,708,3.5,1105395996
489,708,1.5,1385823634
33,800,4.0,939715233
161,899,4.5,1176498953
489,899,4.5,1333022736
489,902,5.0,1332706224
29,904,4.5,1307945605
317,904,4.0,1430361441
422,904,3.0,989716114
489,904,4.5,1385823606
213,908,4.0,1316197344
489,908,3.0,1385823643
489,910,4.5,1332706110
213,912,3.5,1316197229
422,912,4.0,989715981
489,912,4.0,1332772997
489,920,4.0,1332773977
489,1079,3.0,1332773957
589,1084,4.0,856045408
489,1086,3.0,1333233795
33,1183,3.0,939647016
33,1188,4.0,939647873
213,1203,4.0,1316195547
489,1225,4.0,1385823551
510,1225,3.5,1141158702
528,1225,3.5,1391736086
29,1250,5.0,1308024986
422,1250,4.0,995235719
489,1250,2.0,1385823800
153,1259,2.0,1525548948
489,1259,3.5,1333101647
510,1259,3.5,1141160606
422,1283,4.0,986173244
482,1288,3.5,1105396527
510,1304,3.0,1141158793
149,1391,4.0,902085078
489,1391,2.5,1332773523
510,1391,0.5,1141159063
317,1466,5.0,1430517250
352,1466,4.0,1493673687
510,1466,2.0,1141158985
352,1597,3.0,1493673680
586,1597,4.0,1529901496
33,1641,5.0,939647444
352,1641,3.5,1493673615
489,1641,4.0,1332773443
33,1719,5.0,939715485
33,1885,4.0,939715369
153,1907,3.0,1525552223
79,1916,3.0,975281842
33,1923,5.0,939647016
352,1923,3.0,1493673542
482,1923,4.0,1105395991
489,1923,3.5,1332772953
489,1947,2.5,1333022653
422,1968,2.0,989715982
460,1968,4.0,1359177527
482,1968,4.0,1105396846
489,1968,4.0,1333023145
79,2019,5.0,975281842
79,2076,4.0,975281520
489,2145,3.5,1333101187
79,2150,4.0,975281314
317,2186,3.0,1430517351
33,2324,3.0,939646784
153,2324,3.0,1525548106
317,2324,5.0,1430366063
352,2324,5.0,1493932019
489,2324,4.0,1333101768
33,2336,2.0,939646982
161,2336,3.0,1176498590
489,2336,4.0,1332774875
460,2359,4.0,1359176063
510,2599,4.0,1141158913
157,2683,4.0,992479748
352,2683,1.5,1493673538
482,2683,4.0,1105395979
489,2683,1.5,1385823488
352,2712,5.0,1493673604
33,2762,4.0,939646424
306,2762,3.0,1518380629
317,2762,2.0,1430517173
352,2762,4.0,1493673479
443,2762,3.5,1420236300
460,2762,4.5,1359177051
489,2762,3.0,1333101341
510,2762,2.5,1141160613
586,2762,3.0,1529899276
510,2763,3.0,1141158946
528,2763,3.5,1391734364
157,2770,3.0,992479790
79,2791,3.0,975281314
510,2791,4.0,1141158787
352,3083,4.0,1493673955
317,3160,4.0,1430366464
510,3160,2.5,1141158918
157,3175,2.0,992479927
422,3175,3.0,986173759
489,3175,3.5,1332773721
586,3175,5.0,1529903239
482,3255,4.0,1105396981
489,3255,3.5,1385823957
422,3365,4.0,986173413
153,3408,2.5,1525548836
352,3408,4.0,1493673586
489,3408,3.0,1332773108
161,3481,4.0,1176746443
213,3481,4.0,1316197019
352,3481,3.0,1493673601
489,3481,3.5,1332773219
510,3481,3.5,1141158951
29,3591,3.0,1307906057
317,3897,3.0,1430364914
422,3897,4.0,989716206
489,3897,4.0,1333023616
510,3897,3.0,1141158908
352,3967,4.0,1493673752
489,3996,4.0,1332772508
161,4002,0.5,1176498716
153,4014,4.0,1525548802
352,4014,4.5,1493673667
489,4014,3.5,1334170939
489,4020,3.0,1333656183
489,4027,2.5,1333101702
317,4034,5.0,1430598391
352,4034,4.5,1493673584
153,4226,4.0,1525548571
352,4226,5.0,1493673494
489,4226,4.5,1332772278
317,4239,4.0,1430366380
489,4239,1.5,1332775148
489,4246,5.0,1332773415
153,4308,3.0,1525548118
489,4308,4.0,1332773481
106,4896,5.0,1467360453
153,4896,3.0,1525552226
210,4896,4.5,1527266266
489,4896,3.5,1334170044
33,34,3.0,939646940
136,34,2.0,832449299
235,34,4.0,841422446
240,34,5.0,849122277
349,34,5.0,834750842
379,34,5.0,847397499
489,34,2.0,1333101391
33,36,5.0,939715317
235,36,4.0,841422650
589,36,5.0,856038894
33,39,5.0,939654896
56,39,4.0,835799274
102,39,3.0,835876151
235,39,3.0,841422477
240,39,5.0,849122324
284,39,3.0,832786975
489,39,3.5,1332772964
512,39,4.0,841449426
29,150,4.0,1362016794
33,150,3.0,939647816
102,150,3.0,835875691
136,150,2.0,832449136
235,150,5.0,841422308
240,150,4.0,849122058
284,150,2.0,832695048
317,150,3.0,1430366041
340,150,5.0,848666338
379,150,5.0,847397201
460,150,4.5,1359178152
489,150,3.5,1333023417
512,150,4.0,841449202
528,150,4.0,1391736830
589,150,4.0,856043430
56,153,4.0,835799081
102,153,3.0,835875790
136,153,3.0,832449165
153,153,0.5,1525552655
210,153,3.5,1527266231
235,153,3.0,841422330
240,153,3.0,849122096
284,153,3.0,832695146
340,153,4.0,848666356
379,153,3.0,847397247
489,153,3.0,1334169992
56,253,3.0,835799162
102,253,3.0,835875992
136,253,4.0,832449254
240,253,5.0,849122226
340,253,4.0,848666436
349,253,3.0,834750723
379,253,3.0,847397421
489,253,4.0,1332772731
512,253,5.0,841449308
33,261,4.0,939715904
489,261,4.0,1333022921
102,266,3.0,835876194
136,266,3.0,832449299
153,266,0.5,1525550862
289,266,3.5,1143424602
349,266,3.0,834750868
489,266,3.5,1332773991
33,300,3.0,939648134
136,300,3.0,832449254
235,300,5.0,841422428
512,300,4.0,841449359
589,300,3.0,856043369
56,344,5.0,835799081
102,344,4.0,835875790
136,344,1.0,832449164
235,344,2.0,841422329
240,344,5.0,849122096
284,344,5.0,832695146
340,344,4.0,848666356
349,344,4.0,834750363
379,344,2.0,847397247
489,344,1.5,1335696138
512,344,2.0,841449233
56,364,5.0,835799253
102,364,4.0,835876151
136,364,5.0,832449683
153,364,3.0,1525548909
235,364,5.0,841422428
240,364,4.0,849122256
349,364,4.0,834750907
379,364,3.0,847397459
489,364,4.0,1333101330
512,364,4.0,841449359
56,380,4.0,835799034
102,380,3.0,835875691
136,380,3.0,832449136
161,380,3.5,1176751773
235,380,4.0,841422308
240,380,3.0,849122058
284,380,4.0,832695048
379,380,4.0,847397202
489,380,3.5,1332772206
512,380,3.0,841449203
586,380,4.5,1529901324
56,410,3.0,835799188
136,410,3.0,832449274
235,410,2.0,841422428
240,410,3.0,849122277
284,410,3.0,832786349
102,474,4.0,835877535
235,474,3.0,841422557
284,474,4.0,832699616
482,474,3.5,1105396882
512,474,4.0,841449579
235,515,3.0,841422667
175,531,3.5,1234188140
240,531,4.0,849122924
589,531,3.0,856042931
33,589,4.0,939647370
56,589,4.0,835799330
67,589,3.5,1501273841
79,589,5.0,975282037
102,589,4.0,835876272
149,589,3.0,902084874
210,589,4.0,1473882015
213,589,5.0,1316195637
235,589,4.0,841422428
240,589,4.0,849122226
284,589,5.0,832695327
317,589,4.0,1430366011
340,589,4.0,848666436
349,589,4.0,834751082
379,589,4.0,847397421
489,589,3.5,1334170029
512,589,3.0,841449359
528,589,4.0,1391736600
586,589,5.0,1529899916
235,594,4.0,841422693
240,594,3.0,849122594
289,594,3.5,1143424605
489,594,3.5,1334170654
153,597,0.5,1525552912
235,597,4.0,841422477
